"No.","Time","Source","Destination","Protocol","Length","Info"
"51066","108.630858","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Potraro-going-East.mp4 HTTP/1.1 "
"51071","108.637289","192.168.1.26","192.168.1.12","HTTP","140","HEAD /stage-5.mp4 HTTP/1.1 "
"51091","108.663168","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Potraro-to-Leo-Carillo.mp4 HTTP/1.1 "
"51096","108.666041","192.168.1.26","192.168.1.12","HTTP","140","HEAD /stage-6.mp4 HTTP/1.1 "
"51115","108.685610","192.168.1.26","192.168.1.12","HTTP","146","HEAD /stilfs-sulden.mp4 HTTP/1.1 "
"51120","108.695776","192.168.1.26","192.168.1.12","HTTP","146","HEAD /stage-7-fixed.mp4 HTTP/1.1 "
"51139","108.719537","192.168.1.26","192.168.1.12","HTTP","184","HEAD /Prebolt-Cottage-Under-Reska-Planina-Podmeja-Prebolt.mp4 HTTP/1.1 "
"51144","108.727096","192.168.1.26","192.168.1.12","HTTP","140","HEAD /stage-8.mp4 HTTP/1.1 "
"51162","108.745429","192.168.1.26","192.168.1.12","HTTP","151","HEAD /preseli-hill-climb.mp4 HTTP/1.1 "
"51168","108.755199","192.168.1.26","192.168.1.12","HTTP","144","HEAD /stage-6-itt.mp4 HTTP/1.1 "
"51182","108.778088","192.168.1.26","192.168.1.12","HTTP","154","HEAD /PrettyBoytoRavensLoop.mp4 HTTP/1.1 "
"51191","108.793123","192.168.1.26","192.168.1.12","HTTP","144","HEAD /tob-stage-7.mp4 HTTP/1.1 "
"51201","108.812078","192.168.1.26","192.168.1.12","HTTP","170","HEAD /Puerto-de-Mogan-to-Pico-de-las-Nieves.mp4 HTTP/1.1 "
"51214","108.823202","192.168.1.26","192.168.1.12","HTTP","188","HEAD /St-Austell-To-Bodmin-Cornwall-Stage-One-Tour-Of-Britain.mp4 HTTP/1.1 "
"51234","108.846387","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Moretonhampstead-To-Exeter.mp4 HTTP/1.1 "
"51235","108.846392","192.168.1.26","192.168.1.12","HTTP","148","HEAD /puig-major-2018.mp4 HTTP/1.1 "
"51258","108.871836","192.168.1.26","192.168.1.12","HTTP","139","HEAD /PunVel.mp4 HTTP/1.1 "
"51261","108.875179","192.168.1.26","192.168.1.12","HTTP","169","HEAD /Carlisle-To-Gatehead-Tour-Of-Britain.mp4 HTTP/1.1 "
"51282","108.896898","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Querenca-Barranco.mp4 HTTP/1.1 "
"51290","108.913542","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Tour-Of-Britain-Stage-Eight.mp4 HTTP/1.1 "
"51304","108.925821","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Quimby-East.mp4 HTTP/1.1 "
"51316","108.940115","192.168.1.26","192.168.1.12","HTTP","153","HEAD /tokyo-elite-tt-1-lap.mp4 HTTP/1.1 "
"51329","108.955596","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Quimby-Road.mp4 HTTP/1.1 "
"51335","108.969125","192.168.1.26","192.168.1.12","HTTP","150","HEAD /TorboleBrentonico.mp4 HTTP/1.1 "
"51354","109.000066","192.168.1.26","192.168.1.12","HTTP","157","HEAD /tour-de-romandie-2019-tt.mp4 HTTP/1.1 "
"51360","109.008388","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Torres-De-Clayton.mp4 HTTP/1.1 "
"51379","109.031172","192.168.1.26","192.168.1.12","HTTP","148","HEAD /radnage-rampage.mp4 HTTP/1.1 "
"51380","109.031172","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Tour-De-North-Norfolk.mp4 HTTP/1.1 "
"51400","109.059198","192.168.1.26","192.168.1.12","HTTP","141","HEAD /Stirling.mp4 HTTP/1.1 "
"51402","109.059201","192.168.1.26","192.168.1.12","HTTP","143","HEAD /randa-2018.mp4 HTTP/1.1 "
"51425","109.188493","192.168.1.26","192.168.1.12","HTTP","159","HEAD /From-Razen-to-Antholzersee.mp4 HTTP/1.1 "
"51426","109.188494","192.168.1.26","192.168.1.12","HTTP","143","HEAD /GP-Gadneau.mp4 HTTP/1.1 "
"51451","109.223258","192.168.1.26","192.168.1.12","HTTP","157","HEAD /tour-de-romandie-2019-tt.mp4 HTTP/1.1 "
"51452","109.223261","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Ratenpass-From-The-Agerisee.mp4 HTTP/1.1 "
"51475","109.249354","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Ardeche-Rit-Short.mp4 HTTP/1.1 "
"51476","109.249358","192.168.1.26","192.168.1.12","HTTP","153","HEAD /rattlesnake-corridor.mp4 HTTP/1.1 "
"51499","109.280282","192.168.1.26","192.168.1.12","HTTP","157","HEAD /ravine-climb-to-overlook.mp4 HTTP/1.1 "
"51500","109.280285","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Tre-Croci.mp4 HTTP/1.1 "
"51522","109.304713","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Tremola-From-Airolo.mp4 HTTP/1.1 "
"51532","109.323520","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Lands-End-to-John-O-Groats.mp4 HTTP/1.1 "
"51544","109.338147","192.168.1.26","192.168.1.12","HTTP","167","HEAD /Triple-Trouble-in-the-Surrey-Hills.mp4 HTTP/1.1 "
"51553","109.347394","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Red-Bank-Blea-Tarn-N-S.mp4 HTTP/1.1 "
"51568","109.359426","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Tripp-Pond-Loop.mp4 HTTP/1.1 "
"51581","109.380208","192.168.1.26","192.168.1.12","HTTP","164","HEAD /blue-diamond-to-red-rock-canyon.mp4 HTTP/1.1 "
"51593","109.391748","192.168.1.26","192.168.1.12","HTTP","143","HEAD /trois-epis.mp4 HTTP/1.1 "
"51603","109.406229","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Red-Wharf-Bay.mp4 HTTP/1.1 "
"51612","109.426057","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Tunitas-v2.mp4 HTTP/1.1 "
"51626","109.439291","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Reddish-Knob-Climb.mp4 HTTP/1.1 "
"51644","109.461262","192.168.1.26","192.168.1.12","HTTP","154","HEAD /twin-peaks-double-dip.mp4 HTTP/1.1 "
"51649","109.464608","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Remember-The-Few.mp4 HTTP/1.1 "
"51671","109.489910","192.168.1.26","192.168.1.12","HTTP","150","HEAD /reservoir-warm-up.mp4 HTTP/1.1 "
"51672","109.489911","192.168.1.26","192.168.1.12","HTTP","147","HEAD /two-bays-climb.mp4 HTTP/1.1 "
"51696","109.512455","192.168.1.26","192.168.1.12","HTTP","154","HEAD /UCI-Worlds-2021-Local.mp4 HTTP/1.1 "
"51697","109.512457","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Return-To-Racing-ITT.mp4 HTTP/1.1 "
"51716","109.537464","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Windy-Commute.mp4 HTTP/1.1 "
"51721","109.540381","192.168.1.26","192.168.1.12","HTTP","149","HEAD /university-climb.mp4 HTTP/1.1 "
"51743","109.567645","192.168.1.26","192.168.1.12","HTTP","139","HEAD /rhigos.mp4 HTTP/1.1 "
"51744","109.567646","192.168.1.26","192.168.1.12","HTTP","163","HEAD /University-Of-WA-To-East-Perth.mp4 HTTP/1.1 "
"51762","109.591474","192.168.1.26","192.168.1.12","HTTP","140","HEAD /cowgill.mp4 HTTP/1.1 "
"51769","109.593984","192.168.1.26","192.168.1.12","HTTP","148","HEAD /South-Up-Cleish.mp4 HTTP/1.1 "
"51790","109.618771","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Up-The-Dragon.mp4 HTTP/1.1 "
"51791","109.618772","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Ride-Around-Leys-Hill.mp4 HTTP/1.1 "
"51813","109.650471","192.168.1.26","192.168.1.12","HTTP","138","HEAD /CCW-8.mp4 HTTP/1.1 "
"51814","109.650475","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Ride-Around-Usery.mp4 HTTP/1.1 "
"51835","109.674857","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Ride-Home-to-Randers.mp4 HTTP/1.1 "
"51840","109.688349","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Uriarra-Stromlo.mp4 HTTP/1.1 "
"51861","109.705916","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Rillito-Pantano.mp4 HTTP/1.1 "
"51864","109.713932","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Uttendorf-Hochsonnberg.mp4 HTTP/1.1 "
"51880","109.732997","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Rio-Grande.mp4 HTTP/1.1 "
"51892","109.743069","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Valkenburg.mp4 HTTP/1.1 "
"51906","109.757992","192.168.1.26","192.168.1.12","HTTP","153","HEAD /river-mountains-loop.mp4 HTTP/1.1 "
"51918","109.772461","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Valley-Of-Fire.mp4 HTTP/1.1 "
"51928","109.791801","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Robin-Hoods-Bay.mp4 HTTP/1.1 "
"51944","109.802404","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Valley-of-Muhlbach.mp4 HTTP/1.1 "
"51959","109.820882","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Rocacorba-CBR.mp4 HTTP/1.1 "
"51964","109.827234","192.168.1.26","192.168.1.12","HTTP","139","HEAD /Valyra.mp4 HTTP/1.1 "
"51983","109.851858","192.168.1.26","192.168.1.12","HTTP","143","HEAD /rockabilly.mp4 HTTP/1.1 "
"51988","109.854740","192.168.1.26","192.168.1.12","HTTP","144","HEAD /StanleyPark.mp4 HTTP/1.1 "
"52007","109.878869","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Tour-Du-Luberon-Short.mp4 HTTP/1.1 "
"52008","109.878870","192.168.1.26","192.168.1.12","HTTP","172","HEAD /2021-Age-Group-Road-Nationals-Road-Race.mp4 HTTP/1.1 "
"52031","109.908864","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Romney-Marshes.mp4 HTTP/1.1 "
"52032","109.908869","192.168.1.26","192.168.1.12","HTTP","173","HEAD /2021-Age-Group-Road-Nationals-Time-Trial.mp4 HTTP/1.1 "
"52053","109.939564","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Rosedale-to-Whitby.mp4 HTTP/1.1 "
"52057","109.942227","192.168.1.26","192.168.1.12","HTTP","140","HEAD /vaujany.mp4 HTTP/1.1 "
"52076","109.969801","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Rovt-Under-Menina-Mountain.mp4 HTTP/1.1 "
"52077","109.969803","192.168.1.26","192.168.1.12","HTTP","151","HEAD /VeloccinoGroupRide.mp4 HTTP/1.1 "
"52098","110.004536","192.168.1.26","192.168.1.12","HTTP","157","HEAD /Rundlestone-and-Dartmeet.mp4 HTTP/1.1 "
"52099","110.004541","192.168.1.26","192.168.1.12","HTTP","171","HEAD /Village-of-Lake-Louise-to-Moraine-Lake.mp4 HTTP/1.1 "
"52123","110.029562","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Ride-Rural-Devon-Loop.mp4 HTTP/1.1 "
"52125","110.029564","192.168.1.26","192.168.1.12","HTTP","173","HEAD /Tour-Of-Hill-Top-Village-Of-The-Provence.mp4 HTTP/1.1 "
"52146","110.068302","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Valley-Of-The-Tears.mp4 HTTP/1.1 "
"52147","110.068303","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Vilard-Norte-Dame.mp4 HTTP/1.1 "
"52171","110.197928","192.168.1.26","192.168.1.12","HTTP","146","HEAD /WUE-Steinburg.mp4 HTTP/1.1 "
"52172","110.197929","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Tour_de_Victoria.mp4 HTTP/1.1 "
"52194","110.225151","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Veitshoecheim-KAR.mp4 HTTP/1.1 "
"52199","110.227280","192.168.1.26","192.168.1.12","HTTP","143","HEAD /rye-runden.mp4 HTTP/1.1 "
"52220","110.255916","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Sommerhausen-WUE.mp4 HTTP/1.1 "
"52221","110.255920","192.168.1.26","192.168.1.12","HTTP","168","HEAD /Mulholland-Hwy-Climb-from-the-coast.mp4 HTTP/1.1 "
"52244","110.285578","192.168.1.26","192.168.1.12","HTTP","156","HEAD /bikepath-vinschgau-prad.mp4 HTTP/1.1 "
"52245","110.285579","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Rockstore.mp4 HTTP/1.1 "
"52265","110.315213","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Eng-Walchensee.mp4 HTTP/1.1 "
"52266","110.315214","192.168.1.26","192.168.1.12","HTTP","146","HEAD /sa-calobra-19.mp4 HTTP/1.1 "
"52288","110.347128","192.168.1.26","192.168.1.12","HTTP","146","HEAD /sa-calobra-19.mp4 HTTP/1.1 "
"52290","110.347130","192.168.1.26","192.168.1.12","HTTP","150","HEAD /WVA-Mountain-Mama.mp4 HTTP/1.1 "
"52311","110.370701","192.168.1.26","192.168.1.12","HTTP","162","HEAD /WVA-Mountains-And-River-Bliss.mp4 HTTP/1.1 "
"52313","110.370705","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Cactus-Loop.mp4 HTTP/1.1 "
"52333","110.391689","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Canada-2021-Time-Trial.mp4 HTTP/1.1 "
"52337","110.404550","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Wadandi-Track-Vasse.mp4 HTTP/1.1 "
"52356","110.421000","192.168.1.26","192.168.1.12","HTTP","164","HEAD /Saline-Knockhill-Anti-Clockwise.mp4 HTTP/1.1 "
"52361","110.429484","192.168.1.26","192.168.1.12","HTTP","144","HEAD /wadi-deesah.mp4 HTTP/1.1 "
"52380","110.451089","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Saline-Knockhill-Clockwise.mp4 HTTP/1.1 "
"52389","110.462457","192.168.1.26","192.168.1.12","HTTP","146","HEAD /sandy-springs.mp4 HTTP/1.1 "
"52401","110.477479","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Sammaish-River-Trial.mp4 HTTP/1.1 "
"52411","110.490351","192.168.1.26","192.168.1.12","HTTP","143","HEAD /wahoo-ride.mp4 HTTP/1.1 "
"52427","110.508108","192.168.1.26","192.168.1.12","HTTP","165","HEAD /Sams-Creek-MD-Farmland-In-Spring.mp4 HTTP/1.1 "
"52434","110.519831","192.168.1.26","192.168.1.12","HTTP","152","HEAD /waikaloa-125-edited.mp4 HTTP/1.1 "
"52449","110.532564","192.168.1.26","192.168.1.12","HTTP","152","HEAD /san-fran-waterfront.mp4 HTTP/1.1 "
"52461","110.553526","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Walchen-Sonnbergalm.mp4 HTTP/1.1 "
"52467","110.562982","192.168.1.26","192.168.1.12","HTTP","143","HEAD /CycloCross.mp4 HTTP/1.1 "
"52487","110.580364","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Walchensee-Lenggries.mp4 HTTP/1.1 "
"52493","110.586886","192.168.1.26","192.168.1.12","HTTP","143","HEAD /San-Miguel.mp4 HTTP/1.1 "
"52512","110.610658","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Walchensee-Riegsee.mp4 HTTP/1.1 "
"52520","110.622278","192.168.1.26","192.168.1.12","HTTP","165","HEAD /Sandy-Point-Fish-Creek-Loop-REAL.mp4 HTTP/1.1 "
"52536","110.646382","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Walkerville.mp4 HTTP/1.1 "
"52541","110.654856","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Sant-Antonio.mp4 HTTP/1.1 "
"52561","110.670808","192.168.1.26","192.168.1.12","HTTP","139","HEAD /gromit.mp4 HTTP/1.1 "
"52566","110.676503","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Sant-Salvador.mp4 HTTP/1.1 "
"52584","110.695783","192.168.1.26","192.168.1.12","HTTP","140","HEAD /wallace.mp4 HTTP/1.1 "
"52588","110.709908","192.168.1.26","192.168.1.12","HTTP","157","HEAD /santa-barbara-waterfront.mp4 HTTP/1.1 "
"52603","110.721704","192.168.1.26","192.168.1.12","HTTP","150","HEAD /warnambool-warmup.mp4 HTTP/1.1 "
"52615","110.739282","192.168.1.26","192.168.1.12","HTTP","148","HEAD /7-min-hill-loop.mp4 HTTP/1.1 "
"52631","110.760916","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Waterford-Greenway.mp4 HTTP/1.1 "
"52636","110.777998","192.168.1.26","192.168.1.12","HTTP","146","HEAD /corral-canyon.mp4 HTTP/1.1 "
"52655","110.797815","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Waterfront-to-Chapman-Peak.mp4 HTTP/1.1 "
"52663","110.817778","192.168.1.26","192.168.1.12","HTTP","146","HEAD /hidden-valley.mp4 HTTP/1.1 "
"52676","110.829891","192.168.1.26","192.168.1.12","HTTP","136","HEAD /Zoo.mp4 HTTP/1.1 "
"52688","110.843549","192.168.1.26","192.168.1.12","HTTP","138","HEAD /puima.mp4 HTTP/1.1 "
"52695","110.861716","192.168.1.26","192.168.1.12","HTTP","147","HEAD /well-hill-loop.mp4 HTTP/1.1 "
"52711","110.871333","192.168.1.26","192.168.1.12","HTTP","139","HEAD /rambla.mp4 HTTP/1.1 "
"52726","110.899789","192.168.1.26","192.168.1.12","HTTP","148","HEAD /WelshLongCourse.mp4 HTTP/1.1 "
"52727","110.899793","192.168.1.26","192.168.1.12","HTTP","142","HEAD /rockstore.mp4 HTTP/1.1 "
"52745","110.924354","192.168.1.26","192.168.1.12","HTTP","164","HEAD /An-Early-Morning-Ride-From-Home.mp4 HTTP/1.1 "
"52754","110.935210","192.168.1.26","192.168.1.12","HTTP","148","HEAD /stunt-revisited.mp4 HTTP/1.1 "
"52762","110.963071","192.168.1.26","192.168.1.12","HTTP","146","HEAD /West-Bay-Loop.mp4 HTTP/1.1 "
"52779","110.973662","192.168.1.26","192.168.1.12","HTTP","144","HEAD /yerba-buena.mp4 HTTP/1.1 "
"52791","110.987722","192.168.1.26","192.168.1.12","HTTP","151","HEAD /West-Fife-Cafe-Run.mp4 HTTP/1.1 "
"52801","111.000854","192.168.1.26","192.168.1.12","HTTP","137","HEAD /mad7.mp4 HTTP/1.1 "
"52818","111.027970","192.168.1.26","192.168.1.12","HTTP","142","HEAD /west-head.mp4 HTTP/1.1 "
"52823","111.031440","192.168.1.26","192.168.1.12","HTTP","139","HEAD /sdT-DH.mp4 HTTP/1.1 "
"52839","111.045003","192.168.1.26","192.168.1.12","HTTP","142","HEAD /west-head.mp4 HTTP/1.1 "
"52844","111.051254","192.168.1.26","192.168.1.12","HTTP","137","HEAD /mad6.mp4 HTTP/1.1 "
"52857","111.067456","192.168.1.26","192.168.1.12","HTTP","142","HEAD /west-maui.mp4 HTTP/1.1 "
"52870","111.189805","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Sarbachtal.mp4 HTTP/1.1 "
"52883","111.224558","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Sattelegg-Bridge-to-Top.mp4 HTTP/1.1 "
"52894","111.243403","192.168.1.26","192.168.1.12","HTTP","158","HEAD /marin-headlands-adventure.mp4 HTTP/1.1 "
"52906","111.268656","192.168.1.26","192.168.1.12","HTTP","142","HEAD /sausalito.mp4 HTTP/1.1 "
"52918","111.291666","192.168.1.26","192.168.1.12","HTTP","147","HEAD /sawmill-ravine.mp4 HTTP/1.1 "
"52930","111.312627","192.168.1.26","192.168.1.12","HTTP","174","HEAD /Cape-Town-Cycling-Tour-Stage-Three-Gantry.mp4 HTTP/1.1 "
"52939","111.343498","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Scenic-Bavaria-Two.mp4 HTTP/1.1 "
"52953","111.372741","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Scenic-Bavaria-Three.mp4 HTTP/1.1 "
"52970","111.402501","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Scenic-Bavaria-Four.mp4 HTTP/1.1 "
"52983","111.429544","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Back-To-Bad-Kohlgrub.mp4 HTTP/1.1 "
"52995","111.457934","192.168.1.26","192.168.1.12","HTTP","161","HEAD /Schaunlnsland-Via-Munstertal.mp4 HTTP/1.1 "
"53006","111.483206","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Scheibenhoehe.mp4 HTTP/1.1 "
"53017","111.506225","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Scheiblbergrunde.mp4 HTTP/1.1 "
"53027","111.538157","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Schliersee-Spitzing.mp4 HTTP/1.1 "
"53038","111.576075","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Schnalstal.mp4 HTTP/1.1 "
"53051","111.605694","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Schonfeldhutte.mp4 HTTP/1.1 "
"53064","111.634352","192.168.1.26","192.168.1.12","HTTP","147","HEAD /seaworld-drive.mp4 HTTP/1.1 "
"53076","111.659303","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Seiser-Alm-audio.mp4 HTTP/1.1 "
"53088","111.687801","192.168.1.26","192.168.1.12","HTTP","153","HEAD /SellaRonda_Clockwise.mp4 HTTP/1.1 "
"53101","111.714085","192.168.1.26","192.168.1.12","HTTP","147","HEAD /SelvaSaCalobra.mp4 HTTP/1.1 "
"53112","111.745163","192.168.1.26","192.168.1.12","HTTP","148","HEAD /barossa-branded.mp4 HTTP/1.1 "
"53123","111.769154","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Seven-Mile-Beach.mp4 HTTP/1.1 "
"53136","111.797423","192.168.1.26","192.168.1.12","HTTP","146","HEAD /SevernStokeTT.mp4 HTTP/1.1 "
"53147","111.823272","192.168.1.26","192.168.1.12","HTTP","139","HEAD /Shaley.mp4 HTTP/1.1 "
"53158","111.857454","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Sheep-River.mp4 HTTP/1.1 "
"53170","111.887377","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Shelburne-Dam-to-Bethel.mp4 HTTP/1.1 "
"53181","111.911072","192.168.1.26","192.168.1.12","HTTP","151","HEAD /national-hillclimb.mp4 HTTP/1.1 "
"53192","111.940936","192.168.1.26","192.168.1.12","HTTP","143","HEAD /sherbrooke.mp4 HTTP/1.1 "
"53205","111.970021","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Shining-Sea-Bikepath.mp4 HTTP/1.1 "
"53217","111.997625","192.168.1.26","192.168.1.12","HTTP","140","HEAD /HC-Ride.mp4 HTTP/1.1 "
"53229","112.032175","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Quiz-Ride.mp4 HTTP/1.1 "
"53241","112.053591","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Short-Course-Road-Race.mp4 HTTP/1.1 "
"53251","112.177998","192.168.1.26","192.168.1.12","HTTP","161","HEAD /Short-ShaTin-Racecourse-Loop.mp4 HTTP/1.1 "
"53262","112.195757","192.168.1.26","192.168.1.12","HTTP","152","HEAD /To-West-Stockbridge.mp4 HTTP/1.1 "
"53276","112.209407","192.168.1.26","192.168.1.12","HTTP","153","HEAD /sidewinder-dirt-ride.mp4 HTTP/1.1 "
"53290","112.222393","192.168.1.26","192.168.1.12","HTTP","182","HEAD /Western-Massachusetts-Farm-To-Fork-Fondo-Part-Two.mp4 HTTP/1.1 "
"53302","112.237120","192.168.1.26","192.168.1.12","HTTP","153","HEAD /sidewinder-dirt-ride.mp4 HTTP/1.1 "
"53316","112.258714","192.168.1.26","192.168.1.12","HTTP","146","HEAD /westside-road.mp4 HTTP/1.1 "
"53321","112.262105","192.168.1.26","192.168.1.12","HTTP","139","HEAD /Seirra.mp4 HTTP/1.1 "
"53340","112.293176","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Tullinger.mp4 HTTP/1.1 "
"53345","112.296189","192.168.1.26","192.168.1.12","HTTP","150","HEAD /whistler-fondo-19.mp4 HTTP/1.1 "
"53366","112.322380","192.168.1.26","192.168.1.12","HTTP","147","HEAD /silverstone-4K.mp4 HTTP/1.1 "
"53367","112.322385","192.168.1.26","192.168.1.12","HTTP","142","HEAD /vancouver.mp4 HTTP/1.1 "
"53387","112.364587","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Whitby-Kettleness.mp4 HTTP/1.1 "
"53391","112.367193","192.168.1.26","192.168.1.12","HTTP","140","HEAD /gem-kar.mp4 HTTP/1.1 "
"53411","112.397887","192.168.1.26","192.168.1.12","HTTP","149","HEAD /White-Cross-Ride.mp4 HTTP/1.1 "
"53412","112.397888","192.168.1.26","192.168.1.12","HTTP","143","HEAD /bgs-ah-bgs.mp4 HTTP/1.1 "
"53433","112.425337","192.168.1.26","192.168.1.12","HTTP","144","HEAD /london-laps.mp4 HTTP/1.1 "
"53434","112.425338","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Whiteface-Climb.mp4 HTTP/1.1 "
"53455","112.455961","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Skirmett-the-Frog.mp4 HTTP/1.1 "
"53461","112.460799","192.168.1.26","192.168.1.12","HTTP","142","HEAD /whitefish.mp4 HTTP/1.1 "
"53480","112.484499","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Sleights-Moor-OC-147.mp4 HTTP/1.1 "
"53481","112.484501","192.168.1.26","192.168.1.12","HTTP","144","HEAD /whiteleaf-2.mp4 HTTP/1.1 "
"53506","112.521438","192.168.1.26","192.168.1.12","HTTP","147","HEAD /wild-dog-creek.mp4 HTTP/1.1 "
"53507","112.521444","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Smugglers-Notch-Climb.mp4 HTTP/1.1 "
"53530","112.556421","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Soda-Springs.mp4 HTTP/1.1 "
"53535","112.590608","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Wildkogel.mp4 HTTP/1.1 "
"53549","112.604128","192.168.1.26","192.168.1.12","HTTP","144","HEAD /soller-2018.mp4 HTTP/1.1 "
"53562","112.619014","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Windsor-Castle.mp4 HTTP/1.1 "
"53576","112.632136","192.168.1.26","192.168.1.12","HTTP","138","HEAD /CCW-3.mp4 HTTP/1.1 "
"53587","112.647111","192.168.1.26","192.168.1.12","HTTP","151","HEAD /windsor-great-park.mp4 HTTP/1.1 "
"53613","112.676486","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Sorrento-To-Mornington.mp4 HTTP/1.1 "
"53614","112.676487","192.168.1.26","192.168.1.12","HTTP","151","HEAD /windsor-great-park.mp4 HTTP/1.1 "
"53638","112.715507","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Windsor-and-Ascot.mp4 HTTP/1.1 "
"53639","112.715512","192.168.1.26","192.168.1.12","HTTP","196","HEAD /Sorrento-To-Point-Nepean-Coastal-Return-Ride-In-The-Morning-Sun.mp4 HTTP/1.1 "
"53661","112.744484","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Wombat-Gravel-Loop.mp4 HTTP/1.1 "
"53662","112.744516","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Soulor-from-Ferrieres.mp4 HTTP/1.1 "
"53688","112.779954","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Soulor-from-Ferrieres.mp4 HTTP/1.1 "
